"","email","URN_pre","Q1_1_pre","Q1_2_pre","Q3_pre","Q4_pre","Q5_pre","Q6_pre","Q7_pre","Q8_pre","Q9_pre","Q9_1_a_pre","Q9_2_a_pre","Q9_3_a_pre","Q9_4_a_pre","Q9_5_a_pre","Q9_6_a_pre","Q9_7_a_pre","Q9_8_a_pre","Q9_9_a_pre","Q9_10_a_pre","Q9_11_a_pre","Q9_12_a_pre","Q9_13_a_pre","Q9_14_a_pre","Q9_15_a_pre","Q9_16_a_pre","Q9_17_a_pre","Q9_18_a_pre","Q9_19_a_pre","Q9_20_a_pre","Q9_21_a_pre","Q9_22_a_pre","Q9_23_a_pre","Q9_24_a_pre","Q10_pre","Q10_1_a_pre","Q10_2_a_pre","Q10_3_a_pre","Q10_4_a_pre","Q10_5_a_pre","Q10_6_a_pre","Q10_7_a_pre","Q10_8_a_pre","Q10_9_a_pre","Q10_10_a_pre","Q11_pre","Q11_1_a_pre","Q11_2_a_pre","Q11_3_a_pre","Q11_4_a_pre","Q12_a_pre","Q12_a_1_a_pre","Q12_a_2_a_pre","Q12_a_3_a_pre","Q12_a_4_a_pre","Q12_a_5_a_pre","Q12_a_6_a_pre","Q12_a_7_a_pre","Q12_a_8_a_pre","Q12_a_9_a_pre","Q12_a_10_a_pre","Q12_a_11_a_pre","Q12_a_12_a_pre","Q12_a_13_a_pre","Q12_a_14_a_pre","Q12_a_15_a_pre","Q12_a_16_a_pre","Q12_a_17_a_pre","Q12_a_18_a_pre","Q12_a_19_a_pre","Q12_a_20_a_pre","Q12_a_21_a_pre","Q12_a_22_a_pre","Q13_a_pre","Q13_a_1_a_pre","Q13_a_2_a_pre","Q13_a_3_a_pre","Q13_a_4_a_pre","Q13_a_5_a_pre","Q13_a_6_a_pre","Q13_a_7_a_pre","Q13_a_8_a_pre","Q13_a_9_a_pre","Q13_a_10_a_pre","Q13_a_11_a_pre","Q13_a_12_a_pre","Q13_a_13_a_pre","Q13_a_14_a_pre","Q13_a_15_a_pre","Q14_pre","Q14_1_pre","Q14_2_pre","Q14_3_pre","Q14_4_pre","Q14_5_pre","Q14_6_pre","Q14_7_pre","Q14_8_pre","Q14_9_pre","Q14_10_pre","Q14_11_pre","Q14_12_pre","Q14_13_pre","Q14_14_pre","Q14_15_pre","Q14_16_pre","Q14_17_pre","Q14_18_pre","StartDate_pre","CompletionDate_pre","URN_post","Q2_post","Q3_post","Q4_post","Q5_post","Q6_post","Q7_post","Q8_post","Q8_1_a_post","Q8_2_a_post","Q8_3_a_post","Q8_4_a_post","Q8_5_a_post","Q8_6_a_post","Q8_7_a_post","Q8_8_a_post","Q8_9_a_post","Q8_10_a_post","Q8_11_a_post","Q8_12_a_post","Q8_13_a_post","Q8_14_a_post","Q8_15_a_post","Q8_16_a_post","Q8_17_a_post","Q8_18_a_post","Q8_19_a_post","Q8_20_a_post","Q8_21_a_post","Q8_22_a_post","Q8_23_a_post","Q8_24_a_post","Q9_post","Q9_1_a_post","Q9_2_a_post","Q9_3_a_post","Q9_4_a_post","Q9_5_a_post","Q9_6_a_post","Q9_7_a_post","Q9_8_a_post","Q9_9_a_post","Q9_10_a_post","Q10_post","Q10_1_a_post","Q10_2_a_post","Q10_3_a_post","Q10_4_a_post","Q11_a_post","Q11_a_1_a_post","Q11_a_2_a_post","Q11_a_3_a_post","Q11_a_4_a_post","Q11_a_5_a_post","Q11_a_6_a_post","Q11_a_7_a_post","Q11_a_8_a_post","Q11_a_9_a_post","Q11_a_10_a_post","Q11_a_11_a_post","Q11_a_12_a_post","Q11_a_13_a_post","Q11_a_14_a_post","Q11_a_15_a_post","Q11_a_16_a_post","Q11_a_17_a_post","Q11_a_18_a_post","Q11_a_19_a_post","Q11_a_20_a_post","Q11_a_21_a_post","Q11_a_22_a_post","Q12_a_post","Q12_a_1_a_post","Q12_a_2_a_post","Q12_a_3_a_post","Q12_a_4_a_post","Q12_a_5_a_post","Q12_a_6_a_post","Q12_a_7_a_post","Q12_a_8_a_post","Q12_a_9_a_post","Q12_a_10_a_post","Q12_a_11_a_post","Q12_a_12_a_post","Q12_a_13_a_post","Q12_a_14_a_post","Q12_a_15_a_post","Q13_post","Q13_1_post","Q13_2_post","Q13_3_post","Q13_4_post","Q13_5_post","Q13_6_post","Q13_7_post","Q13_8_post","Q13_9_post","Q13_10_post","Q13_11_post","Q13_12_post","Q13_13_post","Q13_14_post","Q13_15_post","Q13_16_post","Q13_17_post","Q13_18_post","StartDate_post","CompletionDate_post","X","Condition","X1a","X1b","X1c","X2a","X2b","X3a","X3b","X4a","X4b","X5a","X5b","X6a","X6b","X7a","X7b","X8a","X8b","X9a","X9b","X10a","X10b"
"70","835","249463-249456-21819857","1","1","9","3","1989","female","6","3",NA,"2","3","1","3","4","3","2","3","1","4","1","4","2","3","4","2","2","3","2","4","3","4","4","4",NA,"5","3","4","2","3","4","2","2","4","3",NA,"3","2","2","3",NA,"1","2","1","3","1","4","3","1","1","3","4","1","3","2","1","4","1","3","2","4","4","2",NA,"5","2","4","4","4","5","5","4","3","5","5","5","5","5","5",NA,"2","4","3","5","3","3","1","3","6","3","5","3","4","5","6","6","1","4","2017-03-25 18:06:30 utc","2017-03-25 18:26:08 utc","249464-249457-22300405","9","3","1989","female","7","5",NA,"4","3","2","2","3","4","1","2","2","4","1","3","4","4","5","2","2","2","1","3","3","4","3","5",NA,"4","4","4","3","3","3","3","2","2","2",NA,"3","3","2","2",NA,"1","3","3","2","1","3","4","3","1","4","1","1","1","4","2","4","1","2","2","4","2","1",NA,"5","1","4","2","4","3","5","5","5","5","4","2","5","5","4",NA,"2","4","4","3","5","2","2","2","4","2","5","3","5","4","5","2","2","4","2017-04-09 12:06:31 utc","2017-04-09 12:23:24 utc","6","world","1","0","7","3","no","2","no","2","yes","5","yes","2","no","1","no","4","yes","4","yes","4","yes"
"71","288","160375-160369-17780139","1","1","15","4","1994","female","6","8",NA,"3","4","3","3","4","3","2","3","5","4","2","3","4","3","3","4","3","2","2","3","4","3","3","4",NA,"3","2","2","5","4","3","3","4","2","2",NA,"2","1","2","2",NA,"4","4","2","1","1","2","4","3","3","3","4","3","3","2","1","2","2","2","4","4","4","1",NA,"2","4","4","4","2","2","1","2","2","2","4","2","3","3","4",NA,"5","3","5","4","6","2","5","5","5","3","2","4","4","3","5","2","5","5","2016-11-12 17:11:31 utc","2016-11-12 17:32:44 utc","179190-179183-18661025","15","4","1994","female","2","7",NA,"3","4","4","2","2","4","2","3","4","4","2","3","5","2","3","4","3","2","2","4","4","3","3","2",NA,"4","3","3","4","4","2","4","4","2","2",NA,"2","1","2","1",NA,"2","2","2","2","1","2","2","1","1","2","3","3","3","1","1","1","1","2","1","2","2","1",NA,"3","4","2","2","4","2","3","2","3","3","4","4","2","2","4",NA,"5","3","6","4","6","4","5","5","5","2","2","5","4","2","4","3","5","5","2016-12-13 17:49:14 utc","2016-12-13 18:13:08 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","494","249463-249456-22164338","1","1","27","3","1989","female ","3","4",NA,"4","5","2","2","2","2","3","4","2","3","2","4","1","3","2","4","4","2","2","1","2","5","5","4",NA,"4","4","5","4","2","4","2","2","4","4",NA,"4","3","2","2",NA,"4","3","3","4","1","3","1","1","3","1","1","1","2","3","1","3","2","2","3","1","1","2",NA,"4","2","2","2","2","2","4","3","3","4","2","4","4","2","4",NA,"4","4","4","6","3","4","5","3","4","3","5","4","4","5","4","5","5","4","2017-04-04 14:29:50 utc","2017-04-04 14:44:46 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","mental","4","3","8.5","7","yes","1.5","yes","5","no","6","yes","3","no","7","yes","2","no","4","yes","7","no"
"73","472","249463-249456-21963489","1","1","12","10","1995","m","4","5",NA,"2","2","3","4","3","5","4","2","2","4","4","3","2","3","3","3","4","2","3","3","4","3","2","4",NA,"4","5","5","3","3","5","2","2","4","3",NA,"3","2","3","3",NA,"3","2","1","3","4","3","2","1","3","4","2","1","2","1","3","4","3","4","2","1","2","2",NA,"4","5","4","4","3","5","3","2","4","5","4","4","4","4","5",NA,"3","4","4","6","2","5","2","4","2","3","4","6","4","4","3","4","4","4","2017-03-29 13:57:29 utc","2017-03-29 14:12:43 utc","249464-249457-22448201","12","10","1995","male","3","4",NA,"3","2","3","4","3","3","4","3","2","1","2","3","2","4","1","2","2","1","2","2","3","4","2","3",NA,"3","2","4","3","2","4","3","2","3","3",NA,"2","2","3","3",NA,"1","2","2","2","3","2","2","4","3","2","3","1","2","3","3","2","3","2","3","2","2","1",NA,"4","4","4","4","2","3","4","4","3","3","4","4","3","3","5",NA,"4","4","3","5",NA,"3","4","3","3","5","4","5","5","4","5","4","4","5","2017-04-16 11:59:50 utc","2017-04-16 12:11:11 utc","7","world","-2","3","7","8","yes","5","yes","6","no","2","yes","3","yes","3","yes","3","no","2","yes","2","yes"
"74","126","301170-301162-32455384","1","1","12","11","1989","female","3","7",NA,"4","4","3","4","3","4","5","3","4","5","2","3","2","4","5","4","5","3","2","5","2","5","4","2",NA,"3","3","3","3","3","3","4","3","4","4",NA,"2","2","1","1",NA,"1","1","4","3","3","2","2","1","3","3","2","2","2","2","1","2","1","2","2","2","2","1",NA,"4","3","2","2","1","3","3","5","3","3","3","2","4","4","5",NA,"5","5","5","2","6","2","5","5","5","3","4","5","3","3","5","4","2","5","2018-03-16 00:20:31 utc","2018-03-16 00:36:48 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"249464-249457-22558004","27","3","1989","female","6","1",NA,"5","5","3","2","1","4","1","3","3","2","1","3","4","1","3","5","2","3","1","2","4","2","3","2",NA,"3","3","3","4","4","3","4","4","3","2",NA,"2","2","1","1",NA,"2","2","2","2","1","1","1","1","2","1","1","1","1","2","2","2","1","1","2","1","1","1",NA,"2","1","1","1","1","1","1","4","1","1","1","1","1","1","3",NA,"5","2","4","6","4","4","5","4","4","3","5","4","4","5","2","4","5","4","2017-04-21 11:00:41 utc","2017-04-21 11:12:23 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","387","402361-402352-43827403","1","1","26","9","1997","female","6","7",NA,"4","4","3","2","2","3","3","1","4","3","2","3","4","2","3","4","1","4","2","3","5","2","2","1",NA,"2","2","5","4","3","2","4","3","3","2",NA,"3","2","1","1",NA,"3","1","2","2","1","2","1","1","1","1","2","1","2","1","1","1","2","3","2","1","2","2",NA,"2","4","2","2","1","1","2","4","4","2","1","1","2","1","2",NA,"5","3","5","2","4","2","3","4","5","2","3","4","3","4","4","2","4","5","2019-02-20 10:51:56 utc","2019-02-20 11:08:18 utc","402362-402353-45085711","26","9","1997","female","2","7",NA,"5","4","3","1","1","4","1","3","5","5","1","2","4","1","3","4","2","4","2","2","5","1","2","1",NA,"3","2","5","4","3","2","4","3","3","2",NA,"2","2","1","1",NA,"2","1","2","2","1","1","2","1","1","1","2","1","2","1","1","1","3","2","2","1","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","5","2","3","2","5","4","5","2","2","4","3","3","3","3","3","4","2019-03-18 10:34:27 utc","2019-03-18 10:46:49 utc","9","mental","3","1","8.5","9","yes","8.5","no","9.5","yes","9","no","9","yes","8.5","yes","8","yes","8.5","no","9.5","yes"
"77","847","402361-402352-48610587","1","1","30","6","1994","female","8","8",NA,"3","3","4","4","3","3","2","2","4","4","2","2","3","3","4","3","4","3","4","4","3","2","2","2",NA,"4","3","4","3","3","4","4","3","2","3",NA,"3","3","3","2",NA,"2","4","2","3","1","3","3","1","2","1","1","3","4","4","1","3","2","2","3","2","2","2",NA,"4","2","2","1","2","2","3","3","4","2","2","1","2","2","2",NA,"5","5","5","3","4","4","4","5","4","3","4","2","2","3","5","4","4","4","2019-07-08 16:04:46 utc","2019-07-08 16:22:39 utc","402362-402353-49098370","30","6","1994","female","8","8",NA,"3","3","4","3","3","4","3","2","3","3","2","1","4","3","3","3","2","3","3","5","4","2","2","3",NA,"4","3","4","3","3","3","4","2","1","3",NA,"3","3","2","1",NA,"2","3","2","3","1","2","2","1","2","1","2","2","3","2","1","2","2","3","2","2","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","3","4","2","4","6","5","3","5","4","2","3","4","4","3","4","2019-07-27 12:13:06 utc","2019-07-27 12:22:18 utc","15","mental","4","2","100","80","no","60","no","60","no","50","no","50","no","50","no","60","no","60","no","50","no"
"78","594","402361-402352-41881024","1","1","16","4","1998","female","1","2",NA,"4","4","3","4","2","1","5","4","3","1","4","5","1","4","3","2","5","2","5","3","2","4","4","3",NA,"4","3","4","3","3","4","1","3","3","3",NA,"4","3","4","4",NA,"3","2","4","3","1","4","1","2","1","1","2","1","3","3","1","3","2","3","3","1","3","2",NA,"5","2","5","5","5","5","3","4","4","2","5","2","5","5","2",NA,"4","5","3","2","2","4","2","3","4","3","5","4","2","5","2","4","2","3","2018-12-08 10:09:18 utc","2018-12-08 10:27:14 utc","402362-402353-45190393","16","4","1998","female","2","2",NA,"4","4","4","2","2","4","2","2","4","4","3","2","4","1","2","4","2","4","2","3","4","2","2","4",NA,"3","3","3","3","3","3","3","3","3","3",NA,"2","2","2","2",NA,"1","2","2","2","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","1","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","3","3","5","3","4","3","3","2","4","6","4","2","4","4","3","2019-03-20 08:35:31 utc","2019-03-20 08:47:56 utc","4","mental","0","1","10","1","yes","1","yes","9","yes","5","no","2","yes","4","yes","8.5","no","8","yes","3","no"
"79","414","301170-301162-34010373","1","1","11","4","1997","female","1","1",NA,"4","4","2","4","2","4","4","2","3","4","1","3","2","4","5","2","3","2","4","4","1","4","5","2",NA,"5","4","5","3","2","5","2","3","5","3",NA,"3","3","1","1",NA,"2","2","3","2","1","2","2","1","2","1","1","1","3","2","1","2","2","1","2","1","2","1",NA,"4","4","4","3","2","5","1","4","4","5","5","5","4","5","5",NA,"4","2","6","2","5","6","5","6","5","2","5","1","2","2","4","2","2","5","2018-04-16 18:16:31 utc","2018-04-16 18:26:39 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","504","160375-160369-18653095","1","1","5","6","1995","female ","4","6",NA,"3","3","2","2","3","3","2","4","2","2","4","4","2","2","2","2","4","2","2","4","2","4","4","2",NA,"5","5","5","5","3","4","3","2","4","5",NA,"4","3","2","2",NA,"3","2","4","4","2","4","2","3","3","2","3","1","3","2","1","2","3","4","4","2","2","4",NA,"4","4","3","3","2","4","4","3","4","3","4","4","3","4","4",NA,"4","6","3","3","3","6","2","3","1","6","6","1","1","6","1","6","1","3","2016-12-13 14:33:22 utc","2016-12-13 15:43:33 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"82","269","360674-360665-37462412","1","1","17","8","1996","female","8","10",NA,"5","5","3","4","3","4","5","4","4","4","2","3","2","4","4","4","4","3","3","4","3","3","3","3",NA,"3","3","4","3","3","4","3","3","4","2",NA,"4","2","1","1",NA,"3","1","1","1","2","2","1","1","1","2","2","1","3","1","1","2","2","3","1","2","2","2",NA,"4","3","4","1","3","4","3","4","3","2","4","1","3","2","1",NA,"3","2","6","1","5","4","4","5","6","2","3","3","3","2","5","2","4","5","2018-07-18 14:18:28 utc","2018-07-18 14:33:32 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","world",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","991","249463-249456-21771863","1","1","21","9","1998","female","6","7",NA,"2","3","2","4","4","5","5","4","2","3","4","4","2","4","3","2","3","2","4","3","1","3","5","3",NA,"4","5","5","3","1","5","2","1","5","5",NA,"2","3","4","2",NA,"4","3","3","3","4","3","2","1","3","2","3","1","2","3","4","2","3","4","4","4","1","4",NA,"4","5","5","2","2","5","3","4","5","1","4","5","3","5","5",NA,"1","5","1","6","1","6","2","5","2","5","5","3","1","6","1","5","1","2","2017-03-23 23:03:30 utc","2017-03-23 23:19:07 utc","249464-249457-22415720","21","9","1998","female","6","7",NA,"2","4","2","4","3","4","4","3","3","3","2","3","2","5","4","2","2","4","4","5","3","3","3","2",NA,"3","4","3","2","3","4","4","3","4","4",NA,"2","2","3","4",NA,"4","2","1","2","3","2","3","3","2","3","2","1","2","2","3","3","3","4","2","3","2","4",NA,"4","4","5","5","3","5","2","4","4","2","4","5","3","4","5",NA,"3","4","2","6","2","5","3","2","3","3","4","1","2","5","3","5","1","3","2017-04-13 17:03:35 utc","2017-04-13 17:23:10 utc","1","world","0","1","7","5","yes","7","no","6","yes","5","yes","6","yes","5","yes","6","yes","5","yes","4","yes"
"84","349","402361-402352-44000304","1","1","7","4","1998","female","5","5",NA,"4","4","4","3","2","4","4","3","3","4","2","2","3","3","4","4","2","2","3","4","2","2","2","3",NA,"4","4","5","2","3","3","3","3","4","4",NA,"3","3","3","2",NA,"4","3","4","4","2","4","3","4","3","2","4","2","4","2","3","4","4","4","4","2","4","4",NA,"5","4","3","3","4","4","3","3","3","2","4","4","2","3","4",NA,"3","5","3","3","3","5","3","3","3","5","5","2","3","4","2","4","2","2","2019-02-25 10:03:54 utc","2019-02-25 10:13:45 utc","402362-402353-45477522","7","4","1998","female","4","5",NA,"4","4","4","4","2","4","4","3","4","4","2","2","3","4","4","4","2","3","4","4","3","2","2","4",NA,"4","4","4","3","3","5","3","3","4","5",NA,"4","4","3","2",NA,"4","3","4","4","2","3","2","3","3","2","2","1","3","2","4","2","4","4","4","2","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","3","5","2","5","3","3","2","5","5","2","3","5","1","4","1","2","2019-03-26 18:56:10 utc","2019-03-26 19:03:26 utc","13","world","0","0","10","6","no","6","no","5","yes","7","no","5","no","2","yes","7","yes","2","no","3","yes"
"85","825","402361-402352-43945094","1","1","20","11","1997","cis female","3","2",NA,"4","4","2","5","4","4","4","4","2","3","2","2","2","4","4","4","2","2","3","2","2","4","4","4",NA,"2","5","5","2","2","5","4","3","4","4",NA,"4","4","4","2",NA,"2","1","4","4","1","2","3","1","2","1","1","1","3","3","3","4","3","4","2","3","1","2",NA,"3","2","2","2","4","4","4","4","2","2","4","4","4","3","1",NA,"2","5","3","4","1","2","1","1","4","5","5","5","4","6","4","4","1","4","2019-02-22 18:04:33 utc","2019-02-22 18:15:54 utc","402362-402353-45027204","20","11","1997","female","4","4",NA,"3","4","3","4","3","2","4","5","2","2","2","3","2","5","3","4","4","2","2","2","3","4","4","5",NA,"2","5","5","2","2","3","3","2","5","5",NA,"4","4","4","1",NA,"2","3","4","4","1","2","2","1","2","1","1","1","2","3","1","2","2","3","3","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","5","5","1","3","3","1","4","3","5","5","5","1","4","5","2","4","2019-03-16 10:05:48 utc","2019-03-16 10:13:47 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","842","249463-249456-21709045","1","1","12","6","1991","male","9","7",NA,"3","3","2","4","3","3","4","3","2","3","2","3","2","4","2","4","2","2","4","4","3","3","3","4",NA,"3","5","4","2","3","4","3","2","4","5",NA,"3","3","3","2",NA,"2","3","3","3","3","3","4","2","4","3","2","1","3","2","3","3","3","3","3","3","2","3",NA,"4","4","4","4","4","5","5","2","5","3","5","4","4","5","5",NA,"2","1","3","4","2","6","2","2","2","6","5","1","2","5","2","6","2","2","2017-03-22 16:27:51 utc","2017-03-22 16:47:11 utc","179190-179183-22247459","12","6","1991","male","9","8",NA,"3","3","4","2","2","4","3","3","3","3","2","3","3","3","3","2","2","2","3","4","3","3","2","3",NA,"4","4","3","2","3","4","3","2","4","4",NA,"2","2","2","2",NA,"2","2","3","2","2","3","2","1","3","3","2","1","3","3","3","3","3","3","2","3","2","2",NA,"4","5","4","4","3","4","4","3","3","3","4","4","3","4","5",NA,"1","6","2","3","4","5","2","3","4","5","5","2","3","5","3","4","3","3","2017-04-06 17:04:38 utc","2017-04-06 17:19:06 utc","1","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"87","169","360674-360665-37248620","1","1","30","12","1994","male","3","8",NA,"5","4","4","4","1","5","3","3","4","5","2","3","2","3","4","4","4","4","3","3","5","4","4","2",NA,"3","2","4","5","3","2","4","4","3","1",NA,"2","1","2","1",NA,"1","1","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1",NA,"3","2","2","1","3","1","1","2","1","1","1","1","1","1","2",NA,"5","1","4","1","5","1","4","6","5","2","1","4","4","1","5","1","5","5","2018-07-12 18:16:26 utc","2018-07-12 19:09:55 utc","360676-360667-37883630","30","11","1994","male","2","4",NA,"4","4","3","4","1","4","4","3","5","5","1","3","4","3","4","4","3","3","2","3","4","3","3","2",NA,"2","1","5","5","4","2","4","4","2","2",NA,"2","1","1","1",NA,"1","1","2","2","1","2","1","1","1","1","1","1","2","1","1","1","1","3","2","1","1","1",NA,"2","2","2","1","1","2","1","4","2","1","1","1","1","1","1",NA,"6","3","4","1","5","1","4","6","5","4","2","5","5","1","5","1","5","4","2018-07-30 21:40:59 utc","2018-07-30 21:55:16 utc","9","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
